feature,importance
pm25_ma3,0.523945431388716
pm25_lag1,0.248985726559209
abs_lat,0.07537339544552873
dist_from_prime_meridian,0.042228947529770904
climate_zone_code,0.030338239126209338
month_cos,0.019659226944944454
month_sin,0.014947627968471844
season,0.014603010884806557
northern_hemisphere,0.013599139426035328
days_since_start,0.011584996217649586
year_norm,0.004734258508658349
