mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_num_leaves,param_n_estimators,param_min_child_samples,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
3.42467466990153,0.07116425247031763,0.058602094650268555,0.012912465067543042,0.7,50,200,10,8,0.05,0.7,"{'subsample': 0.7, 'num_leaves': 50, 'n_estimators': 200, 'min_child_samples': 10, 'max_depth': 8, 'learning_rate': 0.05, 'colsample_bytree': 0.7}",0.4867596324639125,0.6434834740086166,0.5712473403558616,0.5671634822761302,0.06404737335100177,6,0.7914031347314574,0.7771434309298038,0.7920006122387917,0.7868490593000176,0.006867248910030263
1.6524382432301838,0.5048940739285301,0.0524590810139974,0.009538743366318677,0.8,31,300,50,4,0.02,0.6,"{'subsample': 0.8, 'num_leaves': 31, 'n_estimators': 300, 'min_child_samples': 50, 'max_depth': 4, 'learning_rate': 0.02, 'colsample_bytree': 0.6}",0.28156306707254786,0.441850288286031,0.39159122106090805,0.371668192139829,0.06693625640427185,47,0.5357322916879125,0.4567465183802156,0.5235339131248564,0.5053375743976615,0.03471808513882286
1.1089081764221191,0.12794751115230735,0.040242513020833336,0.0028371141351907626,1.0,70,100,50,5,0.15,1.0,"{'subsample': 1.0, 'num_leaves': 70, 'n_estimators': 100, 'min_child_samples': 50, 'max_depth': 5, 'learning_rate': 0.15, 'colsample_bytree': 1.0}",0.3818524984244982,0.5683484008057961,0.4769877820605115,0.47572956043026854,0.07614183143978416,34,0.6826998457104252,0.6248828132032286,0.6653321286051245,0.6576382625062595,0.024222565149669927
5.595001777013143,0.2178654077602164,0.07812714576721191,0.014496153574190988,0.6,50,300,50,7,0.15,1.0,"{'subsample': 0.6, 'num_leaves': 50, 'n_estimators': 300, 'min_child_samples': 50, 'max_depth': 7, 'learning_rate': 0.15, 'colsample_bytree': 1.0}",0.44861445831667035,0.6415280250451327,0.5630176934285911,0.5510533922634647,0.07920971924266032,13,0.8507778475968006,0.8163681032600867,0.845086252576789,0.837410734477892,0.01505972133195864
3.1198465824127197,0.42768773535573446,0.09237853686014812,0.016555380434381584,1.0,31,500,20,4,0.01,0.6,"{'subsample': 1.0, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': 4, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",0.2761984930261482,0.42774170881135587,0.38254328782288305,0.3621611632201291,0.06352380034350458,48,0.5303900383202158,0.4435235147635668,0.5100498635526216,0.4946544722121347,0.03709637704322368
3.1259498596191406,0.4427040062164055,0.041958888371785484,0.010171162489684221,0.9,70,100,50,10,0.05,0.7,"{'subsample': 0.9, 'num_leaves': 70, 'n_estimators': 100, 'min_child_samples': 50, 'max_depth': 10, 'learning_rate': 0.05, 'colsample_bytree': 0.7}",0.45950553221253687,0.636593492715556,0.564393411528689,0.5534974788189273,0.07270523800933675,10,0.7642433402908039,0.7249253712428225,0.7550929314059664,0.7480872143131977,0.016798526254852238
6.472217082977295,0.06332006572055368,0.0688311258951823,0.005347560481293664,0.9,50,400,20,10,0.15,0.8,"{'subsample': 0.9, 'num_leaves': 50, 'n_estimators': 400, 'min_child_samples': 20, 'max_depth': 10, 'learning_rate': 0.15, 'colsample_bytree': 0.8}",0.4848494244529602,0.6739820904128562,0.5901686222389466,0.5830000457015877,0.07737929395927301,3,0.9167601508309267,0.9098863560200604,0.9138128408000308,0.913486449217006,0.002815689657919831
1.7500006357828777,0.10023237207187767,0.02376898129781087,0.0023171124446531026,0.6,50,100,30,6,0.05,1.0,"{'subsample': 0.6, 'num_leaves': 50, 'n_estimators': 100, 'min_child_samples': 30, 'max_depth': 6, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",0.40460279927929077,0.564791085093137,0.49290931897611434,0.4874344011161807,0.0655110818725829,28,0.6712331791747332,0.6168077861944927,0.6661961712059818,0.6514123788584026,0.024555396384442808
12.49921695391337,0.5337778615057496,0.11493357022603352,0.001384648466340726,1.0,70,500,30,8,0.01,0.6,"{'subsample': 1.0, 'num_leaves': 70, 'n_estimators': 500, 'min_child_samples': 30, 'max_depth': 8, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",0.4477973427126083,0.6042648453106794,0.532156471297826,0.5280728864403712,0.06394282128738335,21,0.7305307342300758,0.6883569685127229,0.7258937140630279,0.7149271389352755,0.018883078072179166
5.128067493438721,0.5697512878024499,0.07229208946228027,0.004495776834038026,0.7,31,500,10,8,0.1,1.0,"{'subsample': 0.7, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 10, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.48583999287299084,0.6650772685995344,0.579966091060506,0.5769611175110104,0.0732041558564955,5,0.8881956369538327,0.8826088225817936,0.887864946365581,0.8862231353004025,0.002559268305227457
4.669662078221639,0.19063317949794728,0.08179561297098796,0.0106252808265456,0.8,31,400,10,7,0.01,0.6,"{'subsample': 0.8, 'num_leaves': 31, 'n_estimators': 400, 'min_child_samples': 10, 'max_depth': 7, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",0.38467476104887843,0.5249633838719,0.45675231391602966,0.455463486278936,0.05727984072896621,39,0.6465941587720628,0.5899145629798345,0.6334050616948416,0.6233045944822463,0.02421650571032262
1.4480983416239421,0.4741676587582434,0.07011834780375163,0.015718804415017634,0.7,50,300,50,4,0.1,0.8,"{'subsample': 0.7, 'num_leaves': 50, 'n_estimators': 300, 'min_child_samples': 50, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.3504277226562602,0.5461895930666885,0.46895401480169874,0.45519044350821575,0.08050985197564506,40,0.6489001284638765,0.5915072733228572,0.6600170924211319,0.6334748314026218,0.03002058927126007
4.052328109741211,0.149607283875198,0.08380802472432454,0.009173615224572652,0.6,20,500,30,4,0.02,1.0,"{'subsample': 0.6, 'num_leaves': 20, 'n_estimators': 500, 'min_child_samples': 30, 'max_depth': 4, 'learning_rate': 0.02, 'colsample_bytree': 1.0}",0.3132874311895333,0.4887832841441285,0.4181181371620094,0.4067296174985571,0.07209702900101067,44,0.5745147482575226,0.5089086981819446,0.5761012313620508,0.553174892600506,0.03130762642324971
8.584664185841879,0.70588059520273,0.1015329360961914,0.011514260093268178,1.0,50,500,20,8,0.15,0.6,"{'subsample': 1.0, 'num_leaves': 50, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': 8, 'learning_rate': 0.15, 'colsample_bytree': 0.6}",0.44806648256982373,0.6515812799349667,0.5622946652058506,0.5539808092368803,0.08329228990908417,9,0.9054272631146867,0.8952829665527853,0.9122080113772216,0.9043060803482312,0.006954953806419447
4.441712299982707,0.2200140573994578,0.07358511288960774,0.011892404968515275,0.7,70,300,50,6,0.02,0.6,"{'subsample': 0.7, 'num_leaves': 70, 'n_estimators': 300, 'min_child_samples': 50, 'max_depth': 6, 'learning_rate': 0.02, 'colsample_bytree': 0.6}",0.4002997366664284,0.5670578639530811,0.48391783715096093,0.48375847925682347,0.06807881364145377,30,0.6690065133714367,0.609187052164575,0.659903672648247,0.6460324127280862,0.02631730575874996
6.067886432011922,0.9020103224484879,0.13126111030578613,0.017536115256452385,0.6,50,500,30,7,0.02,0.6,"{'subsample': 0.6, 'num_leaves': 50, 'n_estimators': 500, 'min_child_samples': 30, 'max_depth': 7, 'learning_rate': 0.02, 'colsample_bytree': 0.6}",0.4467923127142295,0.6148831975290308,0.5328417950342996,0.5315057684258533,0.06862931887941943,18,0.7342417529997536,0.7001177836242949,0.7392258709615585,0.7245284691952024,0.017380478234609028
